mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_eta,param_max_depth,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.04895591735839844,0.005711822074398367,0.0037482738494873046,0.0013542982332601474,0.7,0.01,3,0.7,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 3, 'subsample': 0.7}",0.807351940095303,0.8196051735874744,0.8038147138964578,0.803133514986376,0.8010899182561307,0.8069990521643484,0.00661874729311065,208
0.047193717956542966,0.00766784229002928,0.004120683670043946,0.003142006709135576,0.7,0.01,3,0.8,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 3, 'subsample': 0.8}",0.8080326752893124,0.8182437031994554,0.8017711171662125,0.803133514986376,0.7935967302452316,0.8049555481773176,0.00810588583417505,212
0.04722375869750976,0.010494125094009547,0.002956533432006836,0.00139684607130158,0.7,0.01,3,1.0,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 3, 'subsample': 1.0}",0.810074880871341,0.8121170864533697,0.8004087193460491,0.803133514986376,0.7956403269754768,0.8042749057265226,0.00609828878278663,214
0.05119819641113281,0.013745566251172403,0.003421974182128906,0.0017195192385243414,0.7,0.01,4,0.7,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 4, 'subsample': 0.7}",0.8230088495575221,0.8366235534377128,0.8160762942779292,0.8222070844686649,0.8065395095367848,0.8208910582557227,0.009827281134030674,199
0.06086497306823731,0.008632751040361188,0.002608585357666016,0.0011417427928812024,0.7,0.01,4,0.8,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 4, 'subsample': 0.8}",0.820285908781484,0.8386657590197413,0.8153950953678474,0.8188010899182562,0.8072207084468664,0.8200737123068389,0.010338452115755077,202
0.05547595024108887,0.0066510171435301335,0.0026552677154541016,0.0012921796944254382,0.7,0.01,4,1.0,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 4, 'subsample': 1.0}",0.8236895847515316,0.8359428182437032,0.8167574931880109,0.8160762942779292,0.8092643051771117,0.8203460991276573,0.009037167991235558,201
0.09532842636108399,0.05897625980622082,0.003964996337890625,0.0019106378660971083,0.7,0.01,5,0.7,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 5, 'subsample': 0.7}",0.8270932607215793,0.8413886997957795,0.8208446866485014,0.8167574931880109,0.8188010899182562,0.8249770460544255,0.00890618460198277,183
0.08120098114013671,0.004873848190486008,0.0028759002685546874,0.0009356585375760029,0.7,0.01,5,0.8,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 5, 'subsample': 0.8}",0.8236895847515316,0.8400272294077604,0.8235694822888283,0.8167574931880109,0.8201634877384196,0.8248414554749102,0.008009822473548056,184
0.08097562789916993,0.011855704570781918,0.003031635284423828,0.001177909894937146,0.7,0.01,5,1.0,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 5, 'subsample': 1.0}",0.8250510551395507,0.8373042886317222,0.8242506811989101,0.8194822888283378,0.8160762942779292,0.82443292161529,0.007217054453745643,185
0.10855002403259277,0.011789779162029066,0.005488920211791992,0.002278864018240393,0.7,0.01,6,0.7,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 6, 'subsample': 0.7}",0.8284547311095983,0.8420694349897889,0.8235694822888283,0.8201634877384196,0.8222070844686649,0.8272928441190599,0.007877229412455661,172
0.11326637268066406,0.01148981633105783,0.004758119583129883,0.0011630302178741367,0.7,0.01,6,0.8,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 6, 'subsample': 0.8}",0.8311776718856365,0.8400272294077604,0.8249318801089919,0.8208446866485014,0.8235694822888283,0.8281101900679436,0.006854669832997565,166
0.10922913551330567,0.010715926822159444,0.004256677627563476,0.0025006624720950873,0.7,0.01,6,1.0,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 6, 'subsample': 1.0}",0.8270932607215793,0.8359428182437032,0.8317438692098093,0.8228882833787466,0.8222070844686649,0.8279750632045006,0.005246170076961399,167
0.14348783493041992,0.005857102018737152,0.005598211288452148,0.0017625751375039663,0.7,0.01,7,0.7,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 7, 'subsample': 0.7}",0.8291354663036079,0.8359428182437032,0.8269754768392371,0.8262942779291553,0.8242506811989101,0.8285197441029227,0.004026003047158088,158
0.16515564918518066,0.005127288605242016,0.007265949249267578,0.002751028628846507,0.7,0.01,7,0.8,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 7, 'subsample': 0.8}",0.8291354663036079,0.8379850238257318,0.8242506811989101,0.8235694822888283,0.8235694822888283,0.8277020271811812,0.005547295041252184,169
0.17167015075683595,0.02190167307540224,0.003980207443237305,0.00039790703457216097,0.7,0.01,7,1.0,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 7, 'subsample': 1.0}",0.8209666439754936,0.8373042886317222,0.8337874659400545,0.8215258855585831,0.8147138964577657,0.8256596361127239,0.008492123826562453,181
0.1935424327850342,0.020154346097234543,0.0047721385955810545,0.0001451474921514599,0.7,0.01,8,0.7,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 8, 'subsample': 0.7}",0.831858407079646,0.8379850238257318,0.8317438692098093,0.829700272479564,0.8242506811989101,0.8311076507587323,0.004410564917073001,133
0.20526466369628907,0.017819298242037693,0.007630586624145508,0.003569837676364626,0.7,0.01,8,0.8,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 8, 'subsample': 0.8}",0.8332198774676651,0.8413886997957795,0.8310626702997275,0.8269754768392371,0.8256130790190735,0.8316519606842965,0.005584752593296572,125
0.23128690719604492,0.008180228155605514,0.007391023635864258,0.003343810184823017,0.7,0.01,8,1.0,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 8, 'subsample': 1.0}",0.8196051735874744,0.8352620830496936,0.8351498637602179,0.8235694822888283,0.8215258855585831,0.8270224976489595,0.006798493998892441,173
0.2788188934326172,0.013072159425175827,0.0069926738739013675,0.0018867276972256105,0.7,0.01,9,0.7,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 9, 'subsample': 0.7}",0.8284547311095983,0.8379850238257318,0.8317438692098093,0.8303814713896458,0.829700272479564,0.83165307360287,0.0033395100415231052,123
0.2738518714904785,0.010886136819085599,0.008350086212158204,0.0020184202527455354,0.7,0.01,9,0.8,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 9, 'subsample': 0.8}",0.8298162014976175,0.8407079646017699,0.8331062670299727,0.8256130790190735,0.8290190735694822,0.8316525171435831,0.005116569367643324,124
0.3269474029541016,0.051600051470004495,0.013847732543945312,0.010945145836069196,0.7,0.01,9,1.0,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 9, 'subsample': 1.0}",0.8257317903335603,0.8352620830496936,0.8303814713896458,0.8276566757493188,0.8256130790190735,0.8289290199082584,0.0036070460116796443,156
0.3177800178527832,0.017197919223605085,0.011009645462036134,0.007661438071378743,0.7,0.01,10,0.7,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 10, 'subsample': 0.7}",0.8291354663036079,0.8400272294077604,0.8303814713896458,0.8283378746594006,0.829700272479564,0.8315164628479957,0.004307957008067371,126
0.3108928680419922,0.023040116271691915,0.008339118957519532,0.0027282613910697964,0.7,0.01,10,0.8,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 10, 'subsample': 0.8}",0.8298162014976175,0.8434309053778081,0.8290190735694822,0.829700272479564,0.8256130790190735,0.8315159063887091,0.006151914648334366,128
0.3195493698120117,0.02539357518213655,0.006484508514404297,0.001515193847786151,0.7,0.01,10,1.0,"{'colsample_bytree': 0.7, 'eta': 0.01, 'max_depth': 10, 'subsample': 1.0}",0.8277739959155889,0.8366235534377128,0.8283378746594006,0.8256130790190735,0.8215258855585831,0.8279748777180718,0.004942454955773032,168
0.047377729415893556,0.009450896278987214,0.004431581497192383,0.0022205665866654564,0.7,0.1,3,0.7,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 3, 'subsample': 0.7}",0.8277739959155889,0.8427501701837985,0.8331062670299727,0.8262942779291553,0.8215258855585831,0.8302901193234197,0.007242830583198854,143
0.05114998817443848,0.007960618854267807,0.002587747573852539,0.0011626908214704545,0.7,0.1,3,0.8,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 3, 'subsample': 0.8}",0.8298162014976175,0.8475153165418652,0.8331062670299727,0.8290190735694822,0.8256130790190735,0.8330139875316022,0.007632243162588861,113
0.04219088554382324,0.004158903585292218,0.0027364253997802734,0.0014678504241371604,0.7,0.1,3,1.0,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 3, 'subsample': 1.0}",0.8243703199455412,0.8379850238257318,0.8303814713896458,0.8262942779291553,0.8228882833787466,0.8283838752937642,0.005419391432089422,163
0.05513887405395508,0.0065837598898414946,0.002753543853759766,0.0011163046029374962,0.7,0.1,4,0.7,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 4, 'subsample': 0.7}",0.8373042886317222,0.8515997277059224,0.8399182561307902,0.8249318801089919,0.8317438692098093,0.8370996043574472,0.008887943327346243,53
0.054408931732177736,0.012919230352635605,0.004083490371704102,0.00221706933567119,0.7,0.1,4,0.8,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 4, 'subsample': 0.8}",0.8379850238257318,0.8488767869298843,0.837874659400545,0.8283378746594006,0.829700272479564,0.836554923459025,0.007350120277033932,66
0.05093083381652832,0.0037928365970461182,0.0032195568084716795,0.002001946031035235,0.7,0.1,4,1.0,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 4, 'subsample': 1.0}",0.8407079646017699,0.8502382573179034,0.840599455040872,0.8290190735694822,0.8269754768392371,0.8375080454738528,0.00854227411368607,41
0.07584033012390137,0.003568521238784064,0.004149198532104492,0.0017653656638509899,0.7,0.1,5,0.7,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 5, 'subsample': 0.7}",0.8366235534377128,0.8447923757658271,0.8358310626702997,0.8303814713896458,0.837874659400545,0.8371006245328061,0.0046205750750507426,49
0.07143425941467285,0.01001189049245368,0.0037033557891845703,0.0012426053476274474,0.7,0.1,5,0.8,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 5, 'subsample': 0.8}",0.8332198774676651,0.8543226684819605,0.8385558583106267,0.8331062670299727,0.837874659400545,0.8394158661381539,0.007791392741988594,14
0.09392633438110351,0.02441090356359456,0.005017375946044922,0.0016536643526951392,0.7,0.1,5,1.0,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 5, 'subsample': 1.0}",0.8359428182437032,0.8495575221238938,0.8453678474114441,0.829700272479564,0.8412806539509536,0.8403698228419116,0.0069808503156881295,4
0.08733901977539063,0.012979055130334611,0.007212448120117188,0.0014477611773325003,0.7,0.1,6,0.7,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 6, 'subsample': 0.7}",0.8379850238257318,0.8618107556160653,0.8358310626702997,0.8310626702997275,0.8344686648501363,0.8402316354523922,0.011021365466973954,6
0.09044432640075684,0.00811351728372296,0.0053653717041015625,0.0016677949383036954,0.7,0.1,6,0.8,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 6, 'subsample': 0.8}",0.8352620830496936,0.8488767869298843,0.840599455040872,0.8276566757493188,0.8331062670299727,0.8371002535599483,0.007203375740708323,52
0.08712105751037598,0.004924090528296629,0.0037710189819335936,0.001700479551912317,0.7,0.1,6,1.0,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 6, 'subsample': 1.0}",0.8352620830496936,0.8495575221238938,0.8419618528610354,0.832425068119891,0.8351498637602179,0.8388712779829465,0.006199617736585103,21
0.12739391326904298,0.014237637167379885,0.004969072341918945,0.0018432757428110224,0.7,0.1,7,0.7,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 7, 'subsample': 0.7}",0.8373042886317222,0.8563648740639891,0.8419618528610354,0.8262942779291553,0.8385558583106267,0.8400962303593058,0.009683087223108152,7
0.1345198154449463,0.012375757667751001,0.0057218074798583984,0.0020704111103470027,0.7,0.1,7,0.8,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 7, 'subsample': 0.8}",0.8352620830496936,0.8556841388699796,0.8474114441416893,0.837874659400545,0.8392370572207084,0.8430938765365232,0.007491440016687166,1
0.12620773315429687,0.0031946190044525795,0.004710483551025391,0.001171338181069088,0.7,0.1,7,1.0,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 7, 'subsample': 1.0}",0.8373042886317222,0.8515997277059224,0.8440054495912807,0.8303814713896458,0.8344686648501363,0.8395519204337415,0.0074829413166311075,12
0.1612791061401367,0.00591957417780248,0.006345129013061524,0.002511692463539148,0.7,0.1,8,0.7,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 8, 'subsample': 0.7}",0.8359428182437032,0.8475153165418652,0.837874659400545,0.8249318801089919,0.8337874659400545,0.8360104280470319,0.007259726907370315,73
0.16854219436645507,0.011068552663122901,0.007603359222412109,0.0024307320000738477,0.7,0.1,8,0.8,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 8, 'subsample': 0.8}",0.8270932607215793,0.8563648740639891,0.8460490463215259,0.832425068119891,0.8392370572207084,0.8402338612895388,0.01028272534389942,5
0.1736450672149658,0.012545659826770472,0.005957794189453125,0.0023609181842265013,0.7,0.1,8,1.0,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 8, 'subsample': 1.0}",0.8339006126616746,0.8475153165418652,0.8508174386920981,0.8303814713896458,0.8310626702997275,0.8387355019170023,0.008661370171915175,22
0.22478561401367186,0.006134848817706628,0.008569860458374023,0.0029994429456860552,0.7,0.1,9,0.7,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 9, 'subsample': 0.7}",0.8386657590197413,0.8515997277059224,0.8419618528610354,0.8235694822888283,0.8310626702997275,0.8373718984350511,0.009544484624570998,44
0.20900330543518067,0.005800052196263149,0.006401157379150391,0.0014064906830857729,0.7,0.1,9,0.8,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 9, 'subsample': 0.8}",0.8332198774676651,0.8488767869298843,0.8467302452316077,0.8337874659400545,0.8371934604904632,0.8399615672119349,0.0065807061429332975,8
0.20617260932922363,0.017052155539322593,0.008160829544067383,0.0036194010469287963,0.7,0.1,9,1.0,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 9, 'subsample': 1.0}",0.8386657590197413,0.8434309053778081,0.8412806539509536,0.829700272479564,0.832425068119891,0.8371005317895917,0.005227251394655523,50
0.24049477577209472,0.01507994309026157,0.008835363388061523,0.006108121595077545,0.7,0.1,10,0.7,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 10, 'subsample': 0.7}",0.8413886997957795,0.8468345813478557,0.8392370572207084,0.8262942779291553,0.837874659400545,0.8383258551388089,0.006746438409611312,34
0.2336808681488037,0.028255317140847436,0.006696748733520508,0.0009946332258326796,0.7,0.1,10,0.8,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 10, 'subsample': 0.8}",0.8366235534377128,0.8461538461538461,0.8453678474114441,0.8249318801089919,0.829700272479564,0.8365554799183117,0.008389195799181105,65
0.23951220512390137,0.02455508940186869,0.009922599792480469,0.0017938657024905616,0.7,0.1,10,1.0,"{'colsample_bytree': 0.7, 'eta': 0.1, 'max_depth': 10, 'subsample': 1.0}",0.8373042886317222,0.8509189925119128,0.8392370572207084,0.8242506811989101,0.8283378746594006,0.8360097788445306,0.009289889393864605,74
0.05278487205505371,0.01677111571742265,0.003502368927001953,0.001569295704479591,0.7,0.3,3,0.7,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 3, 'subsample': 0.7}",0.8373042886317222,0.8427501701837985,0.8433242506811989,0.8174386920980926,0.8303814713896458,0.8342397745968917,0.009607379057913371,98
0.040906858444213864,0.007594966078620616,0.0040890216827392575,0.0011157196028935526,0.7,0.3,3,0.8,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 3, 'subsample': 0.8}",0.8386657590197413,0.8495575221238938,0.8419618528610354,0.8242506811989101,0.8351498637602179,0.8379171357927596,0.008328847969608661,37
0.039651679992675784,0.004330072370597216,0.0028495311737060545,0.0019053935664543596,0.7,0.3,3,1.0,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 3, 'subsample': 1.0}",0.8393464942137508,0.8475153165418652,0.8365122615803815,0.8269754768392371,0.8433242506811989,0.8387347599712867,0.006953503524500214,23
0.06156940460205078,0.00576241433099702,0.0027321815490722657,0.0009795158402153379,0.7,0.3,4,0.7,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 4, 'subsample': 0.7}",0.8298162014976175,0.852280462899932,0.8365122615803815,0.8310626702997275,0.8344686648501363,0.836828052225559,0.008085160574163024,60
0.06202120780944824,0.010613734859475258,0.004068136215209961,0.0016964134684941915,0.7,0.3,4,0.8,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 4, 'subsample': 0.8}",0.8332198774676651,0.8441116405718175,0.8426430517711172,0.8269754768392371,0.8344686648501363,0.8362837422999947,0.0063410155030754894,69
0.042857027053833006,0.010424979297024477,0.002885723114013672,0.0011220088837416225,0.7,0.3,4,1.0,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 4, 'subsample': 1.0}",0.8373042886317222,0.8434309053778081,0.840599455040872,0.8174386920980926,0.8358310626702997,0.8349208807637589,0.009130199444288471,87
0.07675161361694335,0.00449397357398276,0.004259967803955078,0.0015786767030675226,0.7,0.3,5,0.7,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 5, 'subsample': 0.7}",0.8304969366916269,0.8441116405718175,0.8317438692098093,0.8222070844686649,0.8365122615803815,0.8330143585044599,0.007212956715901707,112
0.06317076683044434,0.0036554718295491793,0.002380180358886719,5.185511467643499e-05,0.7,0.3,5,0.8,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 5, 'subsample': 0.8}",0.8386657590197413,0.8556841388699796,0.8385558583106267,0.8147138964577657,0.8412806539509536,0.8377800613218135,0.01316240422203585,38
0.06902308464050293,0.0061610666767977045,0.004459238052368164,0.0024375840000026624,0.7,0.3,5,1.0,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 5, 'subsample': 1.0}",0.8379850238257318,0.8475153165418652,0.8303814713896458,0.8256130790190735,0.837874659400545,0.8358739100353724,0.007475743178167749,77
0.0907397747039795,0.012030319682678618,0.003969383239746094,0.001726287363486578,0.7,0.3,6,0.7,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 6, 'subsample': 0.7}",0.8332198774676651,0.8441116405718175,0.8290190735694822,0.8160762942779292,0.8201634877384196,0.8285180747250627,0.009900649161560996,162
0.0863734245300293,0.0075914304821460814,0.004039764404296875,0.001463062443830319,0.7,0.3,6,0.8,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 6, 'subsample': 0.8}",0.8311776718856365,0.8413886997957795,0.8337874659400545,0.8256130790190735,0.8235694822888283,0.8311072797858745,0.006322983211447473,134
0.09175124168395996,0.007861626178727512,0.003589010238647461,0.0008476631655655071,0.7,0.3,6,1.0,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 6, 'subsample': 1.0}",0.8270932607215793,0.8373042886317222,0.8385558583106267,0.8276566757493188,0.8344686648501363,0.8330157496526767,0.0047956413820951635,110
0.11903905868530273,0.0060162211083363976,0.005433797836303711,0.0016085292754273945,0.7,0.3,7,0.7,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 7, 'subsample': 0.7}",0.8311776718856365,0.8407079646017699,0.832425068119891,0.8310626702997275,0.8222070844686649,0.831516091875138,0.005870170357736445,127
0.1219475269317627,0.01246748214013055,0.006751918792724609,0.002725288262698874,0.7,0.3,7,0.8,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 7, 'subsample': 0.8}",0.831858407079646,0.8420694349897889,0.8371934604904632,0.8262942779291553,0.8358310626702997,0.8346493286318706,0.005301380876147693,90
0.11683506965637207,0.009563482545148492,0.003989362716674804,0.0008462424976036007,0.7,0.3,7,1.0,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 7, 'subsample': 1.0}",0.8366235534377128,0.8400272294077604,0.8358310626702997,0.8331062670299727,0.8222070844686649,0.8335590394028822,0.006090364547163629,106
0.14508295059204102,0.012697157072439553,0.007588720321655274,0.001773279328870619,0.7,0.3,8,0.7,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 8, 'subsample': 0.7}",0.8257317903335603,0.8468345813478557,0.8331062670299727,0.8181198910081744,0.8283378746594006,0.8304260808757927,0.009531647953189351,142
0.15201220512390137,0.00723045864485269,0.006111335754394531,0.0018406728148380124,0.7,0.3,8,0.8,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 8, 'subsample': 0.8}",0.8379850238257318,0.8400272294077604,0.8344686648501363,0.8201634877384196,0.8235694822888283,0.8312427776221754,0.007932981167899228,132
0.1365973949432373,0.011071624425688131,0.004446792602539063,0.0004049659938612208,0.7,0.3,8,1.0,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 8, 'subsample': 1.0}",0.8359428182437032,0.8427501701837985,0.8385558583106267,0.8262942779291553,0.8242506811989101,0.8335587611732388,0.0071351212621396775,107
0.1682581901550293,0.01802495830865941,0.008120298385620117,0.0033880617858922783,0.7,0.3,9,0.7,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 9, 'subsample': 0.7}",0.8393464942137508,0.8400272294077604,0.8290190735694822,0.8249318801089919,0.8256130790190735,0.8317875512638118,0.006600283594882438,122
0.18417487144470215,0.01657459770205306,0.006172323226928711,0.0015139059568463969,0.7,0.3,9,0.8,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 9, 'subsample': 0.8}",0.8386657590197413,0.8461538461538461,0.8412806539509536,0.8310626702997275,0.8262942779291553,0.8366914414706847,0.0071313389761781965,64
0.16792407035827636,0.012338763936947153,0.007825756072998047,0.0012118182117871364,0.7,0.3,9,1.0,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 9, 'subsample': 1.0}",0.8393464942137508,0.8461538461538461,0.8426430517711172,0.832425068119891,0.8208446866485014,0.8362826293814214,0.008949793472094262,70
0.20731396675109864,0.0028726579175591556,0.006835508346557617,0.0008812889264847912,0.7,0.3,10,0.7,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 10, 'subsample': 0.7}",0.8236895847515316,0.8359428182437032,0.8446866485013624,0.8283378746594006,0.8222070844686649,0.8309728021249324,0.008361776686128204,135
0.21026768684387206,0.011843171087389063,0.00793757438659668,0.0010158320026892212,0.7,0.3,10,0.8,"{'colsample_bytree': 0.7, 'eta': 0.3, 'max_depth': 10, 'subsample': 0.8}",0.8379850238257318,0.8427501701837985,0.8358310626702997,0.8290190735694822,0.8283378746594006,0.8347846409817425,0.005469728837289662,89
